1.1.0,धृतराष्ट्र उवाच --,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v01l001.mp3
1.1.1,धर्मक्षेत्रे कुरुक्षेत्रे,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v01l002.mp3
1.1.2,समवेता युयुत्सवः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v01l003.mp3
1.1.3,मामकाः पाण्डवाश्चैव,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v01l004.mp3
1.1.4,किमकुर्वत सञ्जय,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v01l005.mp3
1.2.0,सञ्जय उवाच --,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v02l001.mp3
1.2.1,दृष्ट्वा तु पाण्डवानीकम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v02l002.mp3
1.2.2,व्यूढं दुर्योधनस्तदा,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v02l003.mp3
1.2.3,आचार्यमुपसङ्गम्य,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v02l004.mp3
1.2.4,राजा वचनमब्रवीत्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v02l005.mp3
1.3.1,पश्यैतां पाण्डुपुत्राणाम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v03l001.mp3
1.3.2,आचार्य महतीं चमूम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v03l002.mp3
1.3.3,व्यूढां द्रुपदपुत्रेण,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v03l003.mp3
1.3.4,तव शिष्येण धीमता,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v03l004.mp3
1.4.1,अत्र शूरा महेष्वासाः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v04l001.mp3
1.4.2,भीमार्जुनसमा युधि,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v04l002.mp3
1.4.3,युयुधानो विराटश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v04l003.mp3
1.4.4,द्रुपदश्च महारथः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v04l004.mp3
1.5.1,धृष्टकेतुश्चेकितानः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v05l001.mp3
1.5.2,काशिराजश्च वीर्यवान्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v05l002.mp3
1.5.3,पुरुजित् कुन्तिभोजश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v05l003.mp3
1.5.4,शैब्यश्च नरपुङ्गवः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v05l004.mp3
1.6.1,युधामन्युश्च विक्रान्तः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v06l001.mp3
1.6.2,उत्तमौजाश्च वीर्यवान्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v06l002.mp3
1.6.3,सौभद्रो द्रौपदेयाश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v06l003.mp3
1.6.4,सर्व एव महारथाः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v06l004.mp3
1.7.1,अस्माकं तु विशिष्टा ये,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v07l001.mp3
1.7.2,तान्निबोध द्विजोत्तम,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v07l002.mp3
1.7.3,नायका मम सैन्यस्य,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v07l003.mp3
1.7.4,संज्ञार्थं तान् ब्रवीमि ते,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v07l004.mp3
1.8.1,भवान् भीष्मश्च कर्णश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v08l001.mp3
1.8.2,कृपश्च समितिञ्जयः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v08l002.mp3
1.8.3,अश्वत्थामा विकर्णश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v08l003.mp3
1.8.4,सौमदत्तिस्तथैव च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v08l004.mp3
1.9.1,अन्ये च बहवः शूराः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v09l001.mp3
1.9.2,मदर्थे त्यक्तजीविताः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v09l002.mp3
1.9.3,नानाशस्त्रप्रहरणाः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v09l003.mp3
1.9.4,सर्वे युद्धविशारदाः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v09l004.mp3
1.10.1,अपर्याप्तं तदस्माकम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v10l001.mp3
1.10.2,बलं भीष्माभिरक्षितम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v10l002.mp3
1.10.3,पर्याप्तं त्विदमेतेषाम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v10l003.mp3
1.10.4,बलं भीमाभिरक्षितम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v10l004.mp3
1.11.1,अयनेषु च सर्वेषु,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v11l001.mp3
1.11.2,यथाभागमवस्थिताः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v11l002.mp3
1.11.3,भीष्ममेवाभिरक्षन्तु,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v11l003.mp3
1.11.4,भवन्तः सर्व एव हि,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v11l004.mp3
1.12.1,तस्य सञ्जनयन् हर्षम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v12l001.mp3
1.12.2,कुरुवृद्धः पितामहः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v12l002.mp3
1.12.3,सिंहनादं विनद्योच्चैः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v12l003.mp3
1.12.4,शङ्खं दध्मौ प्रतापवान्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v12l004.mp3
1.13.1,ततः शङ्खाश्च भेर्यश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v13l001.mp3
1.13.2,पणवानकगोमुखाः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v13l002.mp3
1.13.3,सहसैवाभ्यहन्यन्त,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v13l003.mp3
1.13.4,स शब्दस्तुमुलोऽभवत्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v13l004.mp3
1.14.1,ततः श्वेतैर्हयैर्युक्ते,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v14l001.mp3
1.14.2,महति स्यन्दने स्थितौ,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v14l002.mp3
1.14.3,माधवः पाण्डवश्चैव,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v14l003.mp3
1.14.4,दिव्यौ शङ्खौ प्रदध्मतुः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v14l004.mp3
1.15.1,पाञ्चजन्यं हृषीकेशः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v15l001.mp3
1.15.2,देवदत्तं धनञ्जयः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v15l002.mp3
1.15.3,पौण्ड्रं दध्मौ महाशङ्खम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v15l003.mp3
1.15.4,भीमकर्मा वृकोदरः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v15l004.mp3
1.16.1,अनन्तविजयं राजा,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v16l001.mp3
1.16.2,कुन्तीपुत्रो युधिष्ठिरः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v16l002.mp3
1.16.3,नकुलः सहदेवश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v16l003.mp3
1.16.4,सुघोषमणिपुष्पकौ,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v16l004.mp3
1.17.1,काश्यश्च परमेष्वासः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v17l001.mp3
1.17.2,शिखण्डी च महारथः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v17l002.mp3
1.17.3,धृष्टद्युम्नो विराटश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v17l003.mp3
1.17.4,सात्यकिश्चापराजितः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v17l004.mp3
1.18.1,द्रुपदो द्रौपदेयाश्च,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v18l001.mp3
1.18.2,सर्वशः पृथिवीपते,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v18l002.mp3
1.18.3,सौभद्रश्च महाबाहुः,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v18l003.mp3
1.18.4,शङ्खान् दध्मुः पृथक्पृथक्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v18l004.mp3
1.19.1,स घोषो धार्तराष्ट्राणाम्,https://chinmayagita.net/wp-content/uploads/bvg/01/bvg01v19l001.mp3
